3	34
5	37
6	38
7	90
9	6442
12	158
13	175
14	183
16	210
17	212
20	270
26	350
27	355
28	367
29	383
32	435
33	443
35	538
39	594
41	675
44	710
45	717
47	729
48	732
52	825
55	917
56	959
59	1134
60	1145
61	1130
62	1161
63	1180
65	1188
69	1278
73	1294
74	1311
75	1356
76	1371
77	1376
78	1471
79	1476
80	1535
83	1643
84	1738
85	1806
88	1908
89	1910
91	2010
92	2022
93	2038
94	2052
95	2057
96	2071
100	2108
104	2153
106	2158
107	2169
108	2175
109	2176
110	2184
112	2206
113	2235
115	2271
117	2492
119	2519
120	2523
124	2581
125	2584
126	2592
129	2632
130	2639
131	2642
132	2643
134	2690
136	2697
137	2705
139	2737
141	2731
142	8001
143	2811
144	2815
145	2821
147	2934
148	2937
149	2956
152	3030
153	3032
156	3081
158	3145
159	3155
160	6910
163	3257
167	6448
168	3383
169	3423
170	3425
171	3426
172	3561
173	3630
175	3651
179	3691
180	182
181	3718
183	3736
185	102723475
187	3815
188	3859
191	3914
193	3952
194	6445
195	6443
197	3978
199	3990
200	4023
201	3757
203	4128
206	4233
207	4261
208	4292
210	4436
212	4547
215	4607
219	4647
220	4653
221	4668
222	4669
223	5727
225	4693
226	4763
227	4860
228	4864
229	4867
230	4935
231	4942
233	4952
234	5053
236	5095
237	5158
239	5184
240	5193
242	5191
246	5256
247	5257
250	5310
253	5317
254	5320
256	5351
257	5373
259	5449
260	5456
262	5498
264	5627
265	5728
266	5741
267	5745
268	5805
269	5828
270	5830
271	5860
272	5925
273	5961
276	6094
279	6247
281	6310
283	6329
285	6444
286	6557
287	6559
292	6606
292	6607
293	6622
294	6662
295	6710
297	6770
298	24
303	6948
306	7051
307	7054
308	7056
309	7137
313	7172
314	7248
315	7253
317	7276
319	7372
320	7389
324	7498
327	326
328	338
330	642
331	788
332	846
333	1026
334	1121
335	1200
339	1439
344	2068
345	2132
347	2582
349	2760
350	2798
352	2820
353	2978
358	3295
359	3459
360	3559
362	3792
363	3872
369	4053
371	5048
372	4598
374	4688
375	4758
376	4854
377	5019
379	5122
380	5145
384	5339
385	5445
386	5664
387	5896
388	5993
389	6401
390	6555
392	6647
393	6794
394	6821
395	3172
396	6928
397	7010
398	7066
400	580
402	7291
403	190
405	213
408	272
409	275
413	353
416	546
417	551
418	713
420	1415
425	2161
426	2147
428	2243
429	2266
430	2488
433	2668
437	3074
441	3767
443	7436
444	4158
445	4359
446	5009
447	5096
448	5354
449	5378
452	5994
455	6295
456	6439
457	6609
459	6927
460	7157
461	7173
462	7249
463	7252
464	7306
465	7428
466	7450
467	1406
468	8200
469	3040
469	3039
472	731
473	3568
474	3570
475	2209
477	2214
477	2215
478	3586
479	1604
480	3552
481	3553
486	2638
487	3600
488	3558
489	730
491	3565
492	3578
493	929
495	6890
496	7124
497	4049
498	3484
499	3485
500	3486
502	3569
503	3082
504	4846
505	733
508	960
510	3481
511	3263
513	920
515	3479
519	624
521	974
522	4052
523	3588
524	3454
525	4689
526	3684
527	596
530	6648
531	2936
532	7448
533	356
534	3598
535	3589
536	178
537	729230
539	6402
540	7040
542	18
543	43
550	140
551	146
553	151
554	191
560	239
561	240
563	301
564	476
568	552
569	593
570	623
572	644
573	645
574	706
578	776
579	781
582	786
583	885
585	915
586	916
587	1081
591	1136
592	1137
593	1139
594	1140
595	1141
598	1384
599	1392
600	1437
601	1441
615	1621
616	1633
618	1644
620	1733
621	1734
623	1814
624	2056
625	2246
627	2350
628	2520
629	2554
631	2557
633	2562
635	2571
637	2618
638	2621
639	2677
640	2692
641	2796
645	2903
646	2904
647	2905
648	2906
649	2911
651	2913
654	2918
658	2947
660	2950
664	2983
665	2987
668	3269
669	3351
671	3359
673	3362
675	3384
676	3482
677	3554
679	3567
680	3574
681	3592
685	3694
692	4254
693	4256
695	1728
696	4835
697	4852
699	4883
700	4886
701	4887
708	5139
709	5140
712	5162
713	5241
715	5319
716	5322
717	5327
719	5345
721	5430
722	5431
723	5443
725	5447
726	5479
727	5480
730	5557
731	5558
732	5617
733	5618
734	5638
735	5639
736	5729
737	5730
738	5731
739	5732
741	5737
743	5742
747	6122
748	6124
756	6141
763	6152
766	6156
768	6158
776	6173
779	6188
783	6193
788	6204
794	6217
799	6228
803	6232
806	6240
810	6324
811	6337
813	6462
816	6530
817	6532
819	6750
820	6751
824	6870
825	6915
828	7132
829	7133
830	7153
833	7283
834	7298
838	7412
839	7535
