34	3
469356	3
705168	3
490207	3
505968	3
11364	3
24158	3
406283	3
38864	3
1276346	3
173979	3
181758	3
100494748	3
37	5
455237	5
489463	5
282130	5
11370	5
25363	5
573723	5
37217	5
1275626	5
174180	5
38	6
451528	6
707653	6
489421	6
511082	6
110446	6
25014	6
418968	6
445290	6
31695	6
1270608	6
174161	6
187992	6
856079	6
2893283	6
4620424	6
2540616	6
5051652	6
3881820	6
834823	6
834876	6
4346520	6
594960	6
90	7
470565	7
697935	7
478757	7
338068	7
11477	7
79558	7
395246	7
30615	7
35731	7
1269509	7
550111	7
6442	9
468403	9
704493	9
609265	9
541308	9
20391	9
303468	9
100488410	9
158	12
100608083	12
474499	12
510949	12
11564	12
315150	12
396540	12
334431	12
42051	12
1273584	12
851073	12
2897031	12
4619033	12
2539985	12
2676630	12
3879147	12
448055	12
175	13
461616	13
699740	13
475638	13
511345	13
11593	13
290923	13
422558	13
566517	13
35989	13
37211	13
1280393	13
180550	13
2676919	13
836275	13
4336581	13
100485379	13
183	14
450104	14
714203	14
403783	14
11606	14
24179	14
421543	14
322485	14
100127178	14
210	16
464675	16
705193	16
474808	16
510679	16
17025	16
25374	16
417273	16
550338	16
39402	16
1271017	16
852842	16
2896036	16
4622979	16
2542373	16
2682268	16
3877832	16
843310	16
4341997	16
779632	16
212	17
473626	17
704727	17
491498	17
511791	17
11656	17
25748	17
64607	17
37815	17
1273856	17
851818	17
2892616	17
4618923	17
2542028	17
2684601	17
3879149	17
448773	17
270	20
457144	20
708801	20
606901	20
512748	20
229665	20
25028	20
772125	20
393867	20
100488507	20
350	26
468459	26
403945	26
281006	26
11818	26
287774	26
417431	26
355	27
738331	27
574332	27
486469	27
282488	27
14102	27
246097	27
395274	27
768248	27
100124750	27
367	28
574293	28
403588	28
280675	28
11835	28
24208	28
422165	28
100489816	28
383	29
462999	29
710410	29
474823	29
513608	29
11846	29
29221	29
100148378	29
570368	29
855993	29
2895828	29
4623193	29
2541313	29
2543377	29
2676370	29
3875906	29
448358	29
435	32
463444	32
479704	32
512771	32
109900	32
59085	32
417545	32
396498	32
393423	32
3771738	32
1277818	32
856411	32
2896396	32
4621040	32
2539950	32
2539980	32
12986587	32
3875810	32
830959	32
4332596	32
100127798	32
443	33
454430	33
706170	33
611064	33
509432	33
11484	33
79251	33
417609	33
557232	33
733935	33
538	35
100612635	35
406185	35
541275	35
11977	35
24941	35
101747741	35
564924	35
32142	35
1280886	35
